Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-11-26 12:19:07,???????????????? ?????????????? ♡,1368510677011234818,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fully vaccinated is real...
San may mga free kapag fully vaxx na? Hahahaha! Charot! #Pfizer #FullyVaccinated",,,.0,1464086287875391489
2021-11-26 11:07:01,pzo,1461706819219324935,,-1,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sakit ng braso ko??
#VaccineSideEffects
#Pfizer",,,.0,1464068146608762881
2021-11-25 22:35:15,CatO,22191866,,-1,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hahaha #Pfizer https://t.co/LeDbTGo99O,,,.0,1463878957590265865
2021-11-25 20:00:09,Ikay Baguio - Astrid Mazikeen,1456271338297913347,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","finally, got my booster dose! ?? nakapag #Pfizer din kahit booster lang. ?? https://t.co/8H1b7VlwYN",,,.0,1463839924168237059
2021-11-25 15:56:37,JemaKhalifa,1088813586623971330,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Got my First Dose mo gwapa na dyud sok???? #Pfizer https://t.co/hHOK9wTWUT,,,.0,1463778638361288706
2021-11-25 15:07:55,sir edward,58481093,,-1,tl,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Boosted! ??????
Sorry na sa pa Chinese Ham, lapit na kasi Christmas ??????
#Pfizer ?? @ Isabelo delos Reyes Elementary School https://t.co/4LH32byUff",14.6,121.0,.0,1463766381950820352
2021-11-25 13:17:33,keybin ;,1136238963570618368,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grabe side effects ng 2nd dose, tipong mas masakit pa nung iniwan ka niya
#pfizer
#qcprotektado
#2nddose

HAHAHAHHA jkk",,,.0,1463738606170697738
2021-11-25 11:36:28,StarkMD2,948523526167846913,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Done with my covid 19 booster vaccine. Makakapagpost na din ng #Pfizer.,,,.0,1463713167737978889
2021-11-25 10:57:41,MERDOMS Channel,1460205326347964418,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2nd Dose ✅ #Pfizer #mandavax 
Sa wakas makaka dine-in na din.. 
#fullyvaxxed https://t.co/kUTr2hQlur",,,.0,1463703406720131074
2021-11-24 12:32:05,ㅋㅁ,1362678726190714880,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","COVID19 vaccine booster ✅✅✅ 
Sana walang malalang side-effects dahil tambak ang trabaho ko ????
#Pfizer https://t.co/9Z9hxpWBpt",,,.0,1463364776881393668
2021-11-24 11:41:29,serafine,1437434140278747136,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bakit puro #1stdose #Pfizer ang nakikita ko today sa facebook?? HAHAHAHAHAHAHAHAHA,,,.0,1463352043427405827
2021-11-24 09:45:27,T Â D € Ń ® ??????,3713867052,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Salamat po Tatay ???????? #qcprotektodo #pfizer https://t.co/xOR0wLkSm7,,,.0,1463322840531279883
2021-11-24 03:01:34,Peggy Acer ❤️??,849527455127830528,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kastress yung booster ambigat sa braso ???????? #RESBAKUNA #pfizer #boostershot,,,.0,1463221199735910400
